koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_insol,koi_insol_err1,koi_model_snr,koi_steff,koi_steff_err1,ra,dec,koi_predicted
0,0,0,0,119.0624882,0.00014790000000000002,-0.00014790000000000002,149.22223,0.0010400000000000001,0.423,-0.045,3.1188,0.0589,-0.0589,-94.1,10.4,2.82,-1.89,4.26,3.51,71.6,5697,173,287.88812,39.078709,FALSE POSITIVE
0,0,0,0,5.670155713,5.44e-06,-5.44e-06,136.201739,0.0007769999999999999,66.56,-0.225,0.9361,0.0608,-0.0608,-19.6,5.85,2.81,-1.22,3.21,4.86,37.3,3337,115,292.26181,41.442554,FALSE POSITIVE
0,0,0,0,16.15811112,7.390000000000001e-05,-7.390000000000001e-05,143.00233,0.0036299999999999995,0.0984,-0.5537,6.0489999999999995,0.187,-0.187,-68.1,86.13,36.08,-6.6,44.83,57.04,52.8,5619,173,296.38229,48.045311,FALSE POSITIVE
0,0,0,0,1.187352427,2.53e-07,-2.53e-07,133.465454,0.000176,0.026000000000000002,-0.028999999999999998,4.999,0.0139,-0.0139,-37.3,67.35,20.04,-16.42,6067.3,5334.23,717.4,6424,179,285.06335,44.167885,FALSE POSITIVE
0,0,0,0,8.17242644,2.68e-05,-2.68e-05,361.20157,0.0024,0.017,-0.648,3.9019999999999997,0.141,-0.141,-26.0,3.29,0.44,-0.19,127.95,45.45,37.0,5705,76,293.87363,38.922482,FALSE POSITIVE
0,0,0,0,4.298920099999999,2.01e-05,-2.01e-05,132.86186999999998,0.00396,0.032,-0.757,2.747,0.131,-0.131,-13.7,2.12,0.27,-0.27,283.62,100.01,20.0,5300,87,291.14249,37.061321,FALSE POSITIVE
0,0,0,0,5.714817602999999,1.25e-06,-1.25e-06,355.00831,0.000154,0.121,-0.066,3.14126,0.00573,-0.00573,-26.4,9.29,2.47,-0.99,187.27,154.76,537.7,5695,189,299.78632000000005,44.169540000000005,FALSE POSITIVE
0,0,0,0,2.83668931,2.8199999999999998e-05,-2.8199999999999998e-05,353.81531,0.00636,0.13,-0.33,3.031,0.23,-0.23,-15.7,1.19,0.39,-0.12,562.48,558.76,12.1,5831,184,290.21518,41.77597,FALSE POSITIVE
0,0,0,0,2.624234833,3.89e-07,-3.89e-07,132.30498799999998,0.000122,0.057,-0.39,1.3874,0.0316,-0.0316,-8.9,5.11,0.6,-0.23,434.31,151.68,361.1,5340,106,288.0383,50.651610999999995,FALSE POSITIVE
0,0,0,0,30.5872153,0.00013130000000000002,-0.00013130000000000002,162.8842,0.00281,0.424,-0.013000000000000001,5.3698,0.0906,-0.0906,-16.1,2.32,0.39,-0.24,35.08,16.21,33.1,5944,106,296.54861,44.264671,FALSE POSITIVE
0,0,0,0,3.1082511719999997,1.59e-06,-1.59e-06,170.244566,0.00040899999999999997,0.012,-0.026000000000000002,2.5048,0.0646,-0.0646,-15.5,4.43,0.74,-0.49,340.69,180.7,156.5,5330,159,294.79974,46.207569,FALSE POSITIVE
0,0,0,0,40.715561,0.0002096,-0.0002096,146.36485,0.004079999999999999,0.40700000000000003,-0.008,6.894,0.131,-0.131,-25.2,2.7,0.84,-0.28,26.34,23.94,28.9,6297,169,297.9516,46.264721,FALSE POSITIVE
0,0,0,0,6.50327035,3.13e-05,-3.13e-05,135.26657,0.0035700000000000003,0.375,-0.08,2.591,0.131,-0.131,-24.1,1.67,0.08,-0.12,98.81,16.62,19.0,4999,79,292.14447,47.157348999999996,FALSE POSITIVE
0,0,0,0,4.09667624,1.9600000000000002e-05,-1.9600000000000002e-05,133.09833,0.0037600000000000003,0.32,-0.142,2.19,0.122,-0.122,-20.4,1.42,0.07,-0.1,182.9,30.76,16.2,4999,79,292.14447,47.157348999999996,FALSE POSITIVE
0,0,0,0,22.65117451,1.47e-05,-1.47e-05,140.337593,0.000551,0.003,-0.004,3.6895,0.0364,-0.0364,-17.5,7.62,2.93,-0.98,126.57,144.35,170.1,6968,194,290.10332999999997,39.781631,FALSE POSITIVE
0,0,0,0,7.71790675,4.49e-05,-4.49e-05,139.15725,0.0046700000000000005,0.34700000000000003,-0.11199999999999999,1.84,0.14800000000000002,-0.14800000000000002,-29.2,0.9,0.06,-0.07,15.01,3.53,12.6,3975,71,281.05011,47.188148,FALSE POSITIVE
0,1,0,0,6.8108237229999995,1.01e-06,-1.01e-06,136.04667,0.00011499999999999999,0.011000000000000001,-0.01,7.98574,0.00861,-0.00861,-12.0,26.06,6.36,-9.53,1656.16,1245.3,1441.9,7226,228,299.10281000000003,47.377781,FALSE POSITIVE
0,0,0,0,64.617518,0.00019380000000000002,-0.00019380000000000002,166.14425,0.00236,0.018000000000000002,-0.064,5.796,0.235,-0.235,-50.2,5.4,0.55,-0.61,5.09,1.94,61.9,5043,164,297.01482999999996,47.486431,FALSE POSITIVE
0,0,0,0,51.59809554,4.6299999999999994e-05,-4.6299999999999994e-05,203.97991399999998,0.000721,0.15,-0.251,2.0153,0.0363,-0.0363,-87.1,6.57,1.9,-0.59,9.61,8.34,79.7,5681,169,287.61688,38.402321,FALSE POSITIVE
0,0,0,0,21.76129812,1.73e-05,-1.73e-05,166.540438,0.000641,0.28800000000000003,-0.12300000000000001,1.2429999999999999,0.026000000000000002,-0.026000000000000002,-26.8,2.53,0.16,-0.1,13.18,3.0,60.0,4859,97,291.25449,36.74361,FALSE POSITIVE
0,0,0,0,12.71379418,2.6e-07,-2.6e-07,175.07256769999998,1.4999999999999999e-05,0.081,-0.07200000000000001,2.44093,0.0037799999999999995,-0.0037799999999999995,-12.0,2.31,0.0,0.0,0.26,0.0,2981.3,2661,0,287.55972,46.957085,FALSE POSITIVE
0,0,0,0,7.0539344879999994,7.69e-06,-7.69e-06,136.35725300000001,0.000874,0.003,-0.623,1.7244,0.0315,-0.0315,-10.6,2.36,0.2,-0.17,117.33,32.05,56.3,5357,107,291.06293,47.484798,FALSE POSITIVE
0,0,0,0,7.6746614,2.3800000000000003e-05,-2.3800000000000003e-05,133.22431,0.00265,0.006999999999999999,-0.6509999999999999,1.9374,0.0698,-0.0698,-28.3,2.8,0.89,-0.29,198.67,191.59,20.8,6063,190,296.13141,47.43882,FALSE POSITIVE
0,0,0,0,0.764017553,3.77e-06,-3.77e-06,132.2214,0.00448,0.5,-0.237,1.103,0.14300000000000002,-0.14300000000000002,-13.0,0.86,0.12,-0.07,1503.79,649.53,13.2,5142,153,286.41,42.681549,FALSE POSITIVE
0,0,0,0,20.51360192,8.35e-05,-8.35e-05,357.49424,0.0031,0.017,-0.52,3.4769,0.0947,-0.0947,-41.1,2.58,0.36,-0.23,20.15,9.98,32.3,5310,185,281.60541,42.390419,FALSE POSITIVE
0,0,0,0,150.01895109999998,0.0001744,-0.0001744,224.68571400000002,0.000916,67.03,-0.16899999999999998,4.3823,0.0486,-0.0486,-46.8,32.6,3.6,-2.94,2.62,0.88,106.2,5618,112,283.20917000000003,48.777640999999996,FALSE POSITIVE
0,0,0,0,205.912735,0.001169,-0.001169,252.74129,0.00324,0.228,-0.196,9.992,0.153,-0.153,-53.9,4.68,0.68,-0.32,1.85,0.72,49.4,5644,76,292.3515,48.511082,FALSE POSITIVE
0,0,0,0,0.783276173,1.27e-06,-1.27e-06,355.94865,0.00112,0.4,-0.04,1.6735,0.0357,-0.0357,-6.7,1.98,0.31,-0.34,5056.88,2049.01,46.9,5640,76,292.17859,42.005909,FALSE POSITIVE
0,0,0,0,345.15893539999996,0.000426,-0.000426,318.307719,0.000785,0.004,-0.006999999999999999,7.5646,0.0644,-0.0644,-32.1,7.79,1.13,-0.36,0.8,0.34,197.9,5597,112,287.02227999999997,48.681938,FALSE POSITIVE
0,0,0,0,99.6442783,0.00010729999999999999,-0.00010729999999999999,283.236289,0.0007610000000000001,0.028999999999999998,-0.018000000000000002,5.1772,0.0643,-0.0643,-29.6,8.48,1.27,-0.55,6.98,2.77,163.2,6102,82,292.22839,42.03537,FALSE POSITIVE
0,0,0,0,6.84639884,1.92e-05,-1.92e-05,133.76181,0.00237,0.011000000000000001,-0.627,3.4919,0.0593,-0.0593,-4.6,1.9,0.35,-0.28,387.84,198.25,36.3,6065,121,295.29385,48.374802,FALSE POSITIVE
0,0,0,0,3.0161820130000003,9.75e-06,-9.75e-06,133.88395,0.00266,0.182,-0.491,2.8349,0.0793,-0.0793,-8.1,2.25,0.37,-0.45,1044.49,459.93,31.9,5611,84,293.46902,42.822410999999995,FALSE POSITIVE
0,0,0,0,321.2124365,0.00040360000000000005,-0.00040360000000000005,206.930556,0.0009939999999999999,0.035,-0.581,4.012,0.165,-0.165,-33.2,7.25,1.16,-1.17,2.17,1.0,81.7,6018,120,288.32043,42.261414,FALSE POSITIVE
0,0,0,0,15.19423359,8.340000000000001e-05,-8.340000000000001e-05,142.73422,0.00458,0.054000000000000006,-0.611,3.1060000000000003,0.125,-0.125,-22.5,3.69,0.57,-0.85,150.25,61.93,18.1,5588,83,287.1749,44.878571,FALSE POSITIVE
0,0,0,0,162.04795019999997,0.0001153,-0.0001153,278.88057299999997,0.000508,0.015,-0.021,9.8974,0.046,-0.046,-15.1,11.52,2.07,-2.06,8.65,3.96,370.2,6309,75,294.2655,44.7943,FALSE POSITIVE
0,0,0,0,1.694740233,1.28e-06,-1.28e-06,355.357543,0.000547,0.001,-0.534,1.6864,0.0323,-0.0323,-18.0,2.12,0.14,-0.15,95.14,21.52,92.3,3764,75,283.55554,45.614262,FALSE POSITIVE
0,0,0,0,22.79020351,6.879999999999999e-05,-6.879999999999999e-05,138.68515,0.00257,0.415,-0.036000000000000004,5.0394,0.079,-0.079,-13.9,2.57,0.36,-0.36,38.27,14.48,47.7,5478,82,285.0361,45.071059999999996,FALSE POSITIVE
0,0,0,0,13.26079792,9.8e-05,-9.8e-05,139.0988,0.00554,0.25,-0.22,3.912,0.16899999999999998,-0.16899999999999998,-12.4,1.47,0.2,-0.21,78.79,29.8,17.6,5478,82,285.0361,45.071059999999996,FALSE POSITIVE
0,0,0,0,6.230335,1.01e-05,-1.01e-05,181.29566,0.00134,0.092,-0.595,1.6493,0.0514,-0.0514,-47.2,3.7,0.74,-0.31,138.33,87.09,31.6,5477,172,284.20966,45.25808,FALSE POSITIVE
0,0,0,0,6.247030799,8.93e-06,-8.93e-06,356.90972,0.00103,0.355,-0.039,1.4848,0.0365,-0.0365,-38.5,1.89,0.15,-0.19,16.23,4.25,44.8,3821,76,299.6777,45.972328000000005,FALSE POSITIVE
0,0,0,0,42.0370662,0.00042780000000000004,-0.00042780000000000004,178.25006000000002,0.00748,0.002,-0.517,6.282,0.22,-0.22,-18.3,1.66,0.45,-0.24,18.16,14.52,14.7,5823,157,292.27612,39.550179,FALSE POSITIVE
0,0,0,0,21.0112068,0.0002907,-0.0002907,132.6336,0.0115,0.016,-0.598,4.507,0.319,-0.319,-17.0,1.4,0.38,-0.2,45.79,36.61,10.2,5823,157,292.27612,39.550179,FALSE POSITIVE
0,0,0,0,5.82348911,1.3300000000000001e-05,-1.3300000000000001e-05,354.99602000000004,0.0016,0.05,-0.621,2.2441,0.0524,-0.0524,-26.5,3.0,0.87,-0.28,196.33,170.06,38.1,5774,172,285.96786000000003,45.739071,FALSE POSITIVE
0,0,0,0,8.75059775,3.3600000000000004e-05,-3.3600000000000004e-05,358.24233,0.00278,0.11699999999999999,-0.33,2.8288,0.0852,-0.0852,-35.4,2.27,0.23,-0.13,51.0,20.05,28.3,4942,177,295.76083,45.457390000000004,FALSE POSITIVE
0,0,0,0,49.4781446,0.00020059999999999997,-0.00020059999999999997,141.82465,0.0033,0.41,-0.048,2.4930000000000003,0.102,-0.102,-28.0,1.88,0.52,-0.17,10.73,8.53,20.4,5776,138,286.96682999999996,44.992489,FALSE POSITIVE
0,0,0,0,14.53410833,5.02e-05,-5.02e-05,145.42643,0.00257,0.166,-0.524,3.3094,0.0799,-0.0799,-17.5,1.36,0.07,-0.09,7.34,1.33,32.5,3957,71,290.29456,45.564609999999995,FALSE POSITIVE
0,0,0,0,13.73808249,2e-05,-2e-05,134.43787,0.0012,0.008,-0.025,3.3539999999999996,0.11599999999999999,-0.11599999999999999,-14.0,3.84,1.09,-0.73,163.52,136.36,68.4,6375,171,298.18362,42.01313,FALSE POSITIVE
0,1,0,0,2.380862632,1.1599999999999999e-07,-1.1599999999999999e-07,135.32521169999998,4.05e-05,0.001,-0.001,4.20416,0.0033,-0.0033,-15.7,21.65,6.01,-4.35,1133.0,924.29,2590.6,5821,158,289.79077,48.448139000000005,FALSE POSITIVE
0,0,0,0,3.014330766,5.5e-06,-5.5e-06,357.37948,0.00125,0.425,-0.01,2.4747,0.0414,-0.0414,-19.7,2.87,0.6,-0.35,377.79,254.9,57.3,5209,183,298.45953,42.187431,FALSE POSITIVE
0,0,0,0,5.644914153999999,8.78e-06,-8.78e-06,356.73699,0.0011,0.037000000000000005,-0.445,2.2599,0.0433,-0.0433,-24.4,2.66,0.25,-0.18,72.38,27.67,63.9,4769,172,295.8255,42.94339,FALSE POSITIVE
0,0,0,0,13.35151248,1.62e-05,-1.62e-05,363.086742,0.000833,0.026000000000000002,-0.426,3.6045,0.0464,-0.0464,-35.6,4.44,0.37,-0.4,27.77,9.65,107.9,4843,173,290.1127,48.577782,FALSE POSITIVE
0,0,0,0,8.74292005,3.3100000000000005e-05,-3.3100000000000005e-05,358.59286000000003,0.00266,0.41600000000000004,-0.025,2.6277,0.0846,-0.0846,-28.2,1.92,0.18,-0.13,40.33,15.41,30.7,4769,172,295.8255,42.94339,FALSE POSITIVE
0,0,0,0,37.10114179999999,0.00011870000000000001,-0.00011870000000000001,370.4803,0.00202,0.473,-0.225,5.5556,0.0788,-0.0788,-27.4,3.19,0.88,-0.35,18.95,15.73,55.2,5986,179,291.02069,42.46244,FALSE POSITIVE
0,0,0,0,104.8205868,0.00023290000000000002,-0.00023290000000000002,374.83154,0.0015,0.006,-0.01,4.4794,0.0878,-0.0878,-75.6,6.45,1.78,-0.71,4.74,3.94,76.6,5986,179,291.02069,42.46244,FALSE POSITIVE
0,0,0,0,34.296636299999996,0.0002287,-0.0002287,143.66728,0.00505,0.034,-0.513,19.718,0.267,-0.267,-11.9,3.29,0.52,-0.57,27.6,11.53,66.7,5490,82,294.23007,48.204479,FALSE POSITIVE
0,0,0,0,9.97716876,8.02e-05,-8.02e-05,137.2361,0.00549,0.44799999999999995,-0.002,5.9079999999999995,0.22,-0.22,-12.7,2.53,0.4,-0.65,263.89,111.06,21.8,5557,83,297.79691,39.921371,FALSE POSITIVE
0,0,0,0,105.0145774,0.00048520000000000003,-0.00048520000000000003,228.94455,0.0037,0.046,-0.675,7.426,0.317,-0.317,-9.8,2.29,0.32,-0.28,6.44,2.52,33.9,5868,105,294.27727999999996,46.675282,FALSE POSITIVE
0,0,0,0,16.00460392,5.9999999999999995e-05,-5.9999999999999995e-05,140.47981000000001,0.00301,0.04,-0.424,3.9475,0.0887,-0.0887,-28.2,2.24,0.32,-0.16,27.41,12.98,34.3,5180,155,288.23666000000003,46.605919,FALSE POSITIVE
0,0,0,0,59.6585348,0.0005577999999999999,-0.0005577999999999999,168.08764,0.00603,0.003,-0.675,5.513999999999999,0.353,-0.353,-55.8,3.59,0.3,-0.17,5.66,1.41,21.2,5243,84,293.64417000000003,46.989761,FALSE POSITIVE
0,0,0,0,8.19596647,4e-05,-4e-05,136.68736,0.00427,0.198,-0.252,2.824,0.13,-0.13,-45.9,2.04,0.13,-0.19,48.2,14.22,20.2,4723,167,295.45715,50.077171,FALSE POSITIVE
0,0,0,0,2.42150341,1.6e-05,-1.6e-05,133.83517,0.005,0.402,-0.336,2.965,0.16699999999999998,-0.16699999999999998,-12.6,1.62,0.47,-0.19,1305.04,1132.86,15.8,6213,173,285.0571,46.320679,FALSE POSITIVE
0,0,0,0,20.6654374,0.0001785,-0.0001785,132.01228999999998,0.006509999999999999,0.41700000000000004,-0.05,3.1719999999999997,0.21,-0.21,-8.4,0.66,0.03,-0.04,13.35,2.41,13.6,4830,96,294.99023,39.346378,FALSE POSITIVE
0,0,0,0,69.8347983,0.0003061,-0.0003061,168.78436000000002,0.00372,0.233,-0.41700000000000004,8.262,0.10800000000000001,-0.10800000000000001,-6.6,3.51,0.92,-0.76,80.97,63.22,46.8,7732,214,293.54889,42.888859000000004,FALSE POSITIVE
0,0,0,0,5.93919041,3.06e-05,-3.06e-05,353.75537,0.00367,0.337,-0.107,2.285,0.115,-0.115,-29.1,3.7,0.61,-0.84,801.92,344.85,15.9,6068,82,297.58313,41.952431,FALSE POSITIVE
0,0,0,0,4.16787814,1.07e-05,-1.07e-05,135.28333999999998,0.00206,0.271,-0.168,2.2136,0.0649,-0.0649,-5.9,1.07,0.1,-0.04,202.48,51.07,32.9,5251,73,291.74838,39.44688,FALSE POSITIVE
0,0,0,0,11.30507984,6.929999999999999e-05,-6.929999999999999e-05,138.13638,0.00509,0.264,-0.195,3.989,0.157,-0.157,-16.4,1.4,0.39,-0.13,72.67,58.79,19.5,5705,152,290.25964,45.388409,FALSE POSITIVE
0,0,0,0,12.68173393,6.76e-06,-6.76e-06,132.68251899999998,0.000434,0.41,-0.027999999999999997,1.6866,0.0283,-0.0283,-72.5,7.25,0.67,-0.75,30.84,10.18,102.8,4976,136,286.0528,50.256592,FALSE POSITIVE
0,1,0,0,3.479425638,2.85e-06,-2.85e-06,136.797172,0.00067,0.066,-0.135,3.4479,0.0884,-0.0884,-206.0,12.86,3.63,-1.22,435.85,360.82,123.3,5907,158,295.6713,40.599059999999994,FALSE POSITIVE
0,0,0,0,24.81097206,1.93e-05,-1.93e-05,156.506971,0.000615,0.35,-0.039,3.2245,0.0297,-0.0297,-18.5,4.22,1.32,-0.44,37.43,35.14,123.9,6086,182,296.84616,40.138611,FALSE POSITIVE
0,0,0,0,7.136922,1.63e-05,-1.63e-05,131.75316999999998,0.00185,0.321,-0.07200000000000001,2.8005,0.0496,-0.0496,-10.6,1.38,0.43,-0.15,197.05,184.99,23.7,6086,182,296.84616,40.138611,FALSE POSITIVE
0,0,0,0,3.72020708,1.76e-05,-1.76e-05,133.41683999999998,0.00371,0.10400000000000001,-0.341,1.892,0.11800000000000001,-0.11800000000000001,-12.2,0.99,0.09,-0.11,195.7,69.88,15.0,5017,151,298.46578999999997,48.55941,FALSE POSITIVE
0,0,0,0,5.83393857,2.24e-05,-2.24e-05,132.63426,0.0030399999999999997,0.045,-0.39799999999999996,4.5813,0.0845,-0.0845,-8.1,1.98,0.18,-0.14,642.83,178.64,17.6,5597,112,297.91687,46.96513,FALSE POSITIVE
0,0,0,0,6.33027476,7.170000000000001e-05,-7.170000000000001e-05,133.86213,0.00807,0.1072,-0.3286,3.67,0.27699999999999997,-0.27699999999999997,-9.8,1.02,0.38,-0.15,283.31,316.95,9.8,5900,173,298.29495,48.775459000000005,FALSE POSITIVE
0,0,0,0,4.04355245,1.26e-05,-1.26e-05,131.62995,0.00265,0.049,-0.705,1.965,0.16,-0.16,-22.0,1.75,0.14,-0.09,33.34,8.66,21.2,3871,77,284.13287,49.142609,FALSE POSITIVE
0,0,0,0,5.59728249,1.4099999999999999e-05,-1.4099999999999999e-05,131.86708000000002,0.00231,0.41600000000000004,-0.26899999999999996,1.795,0.0621,-0.0621,-54.2,3.28,0.69,-0.3,176.53,116.59,30.8,5610,177,295.43436,42.166321,FALSE POSITIVE
0,0,0,0,10.12742274,2.8600000000000004e-05,-2.8600000000000004e-05,135.26504,0.00245,0.025,-0.51,1.2762,0.0808,-0.0808,-57.8,3.8,1.13,-0.48,208.77,178.16,19.5,6392,157,294.14682,39.12706,FALSE POSITIVE
0,0,0,0,21.06075303,5.6999999999999996e-05,-5.6999999999999996e-05,143.59983,0.00227,0.25,-0.17600000000000002,5.2472,0.0663,-0.0663,-6.3,1.78,0.26,-0.21,47.39,19.64,54.4,5706,114,298.17722000000003,42.237041,FALSE POSITIVE
0,0,0,0,51.390145200000006,0.0006219,-0.0006219,145.3192,0.01,0.002,-0.654,5.995,0.213,-0.213,-37.6,3.62,0.63,-0.45,24.98,11.29,15.4,6074,81,293.62592,39.50631,FALSE POSITIVE
0,0,0,0,29.542256599999998,0.00029580000000000003,-0.00029580000000000003,137.57837,0.008709999999999999,0.011000000000000001,-0.008,13.902000000000001,0.522,-0.522,-33.1,3.15,0.73,-0.25,16.56,11.85,39.5,5510,166,282.43917999999996,43.734482,FALSE POSITIVE
